 भू (सत्तायाम्, भ्वादिगण, परस्मै, लट्) \n भवति भवतः भवन्ति \n भवसि भवथः भवथ \n भवामि भवावः भवामः 
 दल (विशरणे, भ्वादिगण, परस्मै, आशीर्लिङ्) \n दल्यात् दल्यास्ताम् दल्यासुः \n दल्याः दल्यास्तम् दल्यास्त \n दल्यासम् दल्यास्व दल्यास्म 
 दल (विशरणे, भ्वादिगण, परस्मै, लुङ्) \n अदालीत् अदालिष्टाम् अदालिषुः \n अदालीः अदालिष्टम् अदालिष्ट \n अदालिषम् अदालिष्व अदालिष्म 
 दल (विशरणे, भ्वादिगण, परस्मै, ॡङ्) \n अदलिष्यत् अदलिष्यताम् अदलिष्यन् \n अदलिष्यः अदलिष्यतम् अदलिष्यत \n अदलिष्यम् अदलिष्याव अदलिष्याम 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, लट्) \n चरति चरतः चरन्ति \n चरसि चरथः चरथ \n चरामि चरावः चरामः 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, लोट्) \n चरतु चरताम् चरन्तु \n चर चरतम् चरत \n चरानि चराव चराम 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, लङ्) \n अचरत् अचरताम् अचरन् \n अचरः अचरतम् अचरत \n अचरम् अचराव अचराम 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, विधिलिङ्) \n चरेत् चरेताम् चर्युः \n चरेः चरेतम् चरेत \n चरेयम् चरेव चरेम 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, लिट्) \n चचार् चेरतुः चेरुः \n चेरिथ चेरथुः चेर \n चचार चेरिव चेरिम 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, लुट्) \n चरिता चरितारौ चरितारः \n चरितासि चरितास्थः चरितास्थ \n चरितास्मि चरितास्वः चरितास्मः 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, ऌट्) \n चरिष्यति चरिष्यतः चरिष्यन्ति \n चरिष्यसि चरिष्यथः चरिष्यथ \n चरिष्यामि चरिष्यावः चरिष्यामः 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, आशीर्लिङ्) \n चर्यात् चर्यास्ताम् चर्यासुः \n चर्याः चर्यास्तम् चर्यास्त \n चर्यासम् चर्यास्व चर्यास्म 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, लुङ्) \n अचारीत् अचरिष्टाम् अचरिषुः \n अचरीः अचरिष्टम् अचरिष्ट \n अचरिषम् अचरिष्व अचारिष्म 
 चर (गतौ भक्षणेऽपि, भ्वादिगण, परस्मै, ॡङ्) \n अचरिष्यत् अचरिष्यताम् अचरिष्यन् \n अचरिष्यः अचरिष्यतम् अचरिष्यत \n अचरिष्यम् अचरिष्याव अचरिष्याम 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, लट्) \n ष्ठीवति ष्ठीवतः ष्ठीवन्ति \n ष्ठीवसि ष्ठीवथः ष्ठीवथ \n ष्ठीवामि ष्ठीवावः ष्ठीवामः 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, लोट्) \n ष्ठीवतु ष्ठीवताम् ष्ठीवन्तु \n ष्ठीव ष्ठीवतम् ष्ठीवत \n ष्ठीवानि ष्ठीवाव ष्ठीवाम 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, लङ्) \n अष्ठीवत् अष्ठीवताम् अष्ठीवन् \n अष्ठीवः अष्ठीवतम् अष्ठीवत \n अष्ठीवम् अष्ठीवाव अष्ठीवाम 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, विधिलिङ्) \n ष्ठीवेत् ष्ठीवेताम् ष्ठीवेयुः \n ष्ठीवेः ष्ठीवेतम् ष्ठीवेत \n ष्ठीवेयम् ष्ठीवेव ष्ठीवेम 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, लिट्) \n तिष्ठेव तिष्ठिवतुः तिष्ठिवुः \n तिष्ठेविथ तिष्ठेवथुः तिष्ठेव \n तिष्ठेव तिष्ठिविव तिष्ठिविम 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, लुट्) \n ष्ठेविता ष्ठेवितारौ ष्ठेवितारः \n ष्ठेवितासि ष्ठेवितास्थः ष्ठेवितास्थ \n ष्ठेवितास्मि ष्ठेवितास्वः ष्ठेवितास्मः 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, ऌट्) \n ष्ठेविष्यति ष्ठेविष्यतः ष्ठेविष्यन्ति \n ष्ठेविष्यसि ष्ठेविष्यथः ष्ठेविष्यथ \n ष्ठेविष्यामि ष्ठेविष्यावः ष्ठेविष्यामः 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, आशीर्लिङ्) \n ष्ठीव्यात् ष्ठीव्यास्ताम् ष्ठीव्यासुः \n ष्ठीव्याः ष्ठीव्यास्तम् ष्ठीव्यास्त \n ष्ठीव्यासम् ष्ठीव्यास्व ष्ठीव्यास्म 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, लुङ्) \n अष्ठेवीत् अष्ठेविष्टाम् अष्ठेविषुः \n अष्ठेवीः अष्ठेविष्टम् अष्ठेविष्ट \n अष्ठेविषम् अष्ठेविष्व अष्ठेविष्म 
 ष्ठिवु (निरसने, भ्वादिगण, परस्मै, ॡङ्) \n अष्ठेविष्यत् अष्ठेविष्यताम् अष्ठेविष्यन् \n अष्ठेविष्यः अष्ठेविष्यतम् अष्ठेविष्यत \n अष्ठेविष्यम् अष्ठेविष्याव अष्ठेविष्याम 
 जि (जये, भ्वादिगण, परस्मै, लट्) \n जयति जयतः जयन्ति \n जयसि जयथः जयथ \n जयामि जयावः जयामः 
 जि (जये, भ्वादिगण, परस्मै, लोट्) \n जयतु जयताम् जयन्तु \n जय जयतम् जयत \n जयानि जयाव जयाम 
 जि (जये, भ्वादिगण, परस्मै, लङ्) \n अजयत् अजयताम् अजयन् \n अजयः अजयतम् अजयत \n अजयम् अजयाव अजयाम 
 जि (जये, भ्वादिगण, परस्मै, विधिलिङ्) \n जयेत् जयेताम् जयेयुः \n जयेः जयेतम् जयेत \n जयेयम् जयेव जयेम 
 जि (जये, भ्वादिगण, परस्मै, लिट्) \n जिगाय जिग्यतुः जिग्युः \n जिगेथ जिग्यथुः जिग्य \n जिगाय जिग्यिव जिग्यिम 
 जि (जये, भ्वादिगण, परस्मै, लुट्) \n जेता जेतारौ जेतारः \n जेतासि जेतास्थः जेतास्थ \n जेतास्मि जेतास्वः जेतास्मः 
 जि (जये, भ्वादिगण, परस्मै, ऌट्) \n जेष्यति जेष्यतः जेष्यन्ति \n जेष्यसि जेष्यथः जेष्यथ \n जेष्यामि जेष्यावः जेष्यामः 
 जि (जये, भ्वादिगण, परस्मै, आशीर्लिङ्) \n जीयात् जीयास्ताम् जीयासुः \n जीयाः जीयास्तम् जीयास्त \n जीयासम् जीयास्व जीयास्म 
 जि (जये, भ्वादिगण, परस्मै, लुङ्) \n अजैषीत् अजैष्टाम् अजैषुः \n अजैषीः अजैष्टम् अजैष्ट \n अजैषम् अजैष्व अजैष्म 
 जि (जये, भ्वादिगण, परस्मै, ॡङ्) \n अजेष्यत् अजेष्यताम् अजेष्यन् \n अजेष्यः अजेष्यतम् अजेष्यत \n अजेष्यम् अजेष्याव अजेष्याम 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, लट्) \n जीवति जीवतः जीवन्ति \n जीवसि जीवथः जीवथ \n जीवामि जीवावः जीवामः 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, लोट्) \n जीवतु जीवताम् जीवन्तु \n जीव जीवतम् जीवत \n जीवानि जीवाव जीवाम 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, लङ्) \n अजीवत् अजीवताम् अजीवन् \n अजीवः अजीवतम् अजीवत \n अजीवम् अजीवाव अजीवाम 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, विधिलिङ्) \n जीवेत् जीवेताम् जीवेयुः \n जीवेः जीवेतम् जीवेत \n जीवेयम् जीवेव जीवेम 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, लिट्) \n जिजीव जिजीवतुः जिजीवुः \n जिजीविथ जिजीवथुः जिजीव \n जिजीव जिजीविव जिजीविम 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, लुट्) \n जीविता जीवितारौ जीवितारः \n जीवितासि जीवितास्थः जीवितास्थ \n जीवितास्मि जीवितास्वः जीवितास्मः 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, ऌट्) \n जीविष्यति जीविष्यतः जीविष्यन्ति \n जीविष्यसि जीविष्यथः जीविष्यथ \n जीविष्यामि जीविष्यावः जीविष्यामः 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, आशीर्लिङ्) \n जीव्यात् जीव्यास्ताम् जीव्यासुः \n जीव्याः जीव्यास्तम् जीव्यास्त \n जीव्यासम् जीव्यास्व जीव्यास्म 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, लुङ्) \n अजीवीत् अजीविष्टाम् अजीविषुः \n अजीवीः अजीविष्टम् अजीविष्ट \n अजीविषम् अजीविष्व अजीविष्म 
 जीव (प्राणधारणे, भ्वादिगण, परस्मै, ॡङ्) \n अजीविष्यत् अजीविष्यताम् अजीविष्यन् \n अजीविष्यः अजीविष्यतम् अजीविष्यत \n अजीविष्यम् अजीविष्याव अजीविष्याम 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, लट्) \n पीवति पीवतः पीवन्ति \n पीवसि पीवथः पीवथ \n पीवामि पीवावः पीवामः 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, लोट्) \n पीवतु पीवताम् पीवन्तु \n पीव पीवतम् पीवत \n पीवानि पीवाव पीवाम 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, लङ्) \n अपीवत् अपीवताम् अपीवन् \n अपीवः अपीवतम् अपीवत \n अपीवम् अपीवाव अपीवाम 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, विधिलिङ्) \n पीवेत् पीवेताम् पीवेयुः \n पीवेः पीवेतम् पीवेत \n पीवेयम् पीवेव पीवेम 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, लिट्) \n पिपीव पिपीवतुः पिपीवुः \n पिपीविथ पिपीविथुः पिपीव \n पिपीव पिपीविव पिपीविम 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, लुट्) \n पीविता पीवितारौ पीवितारः \n पीवितासि पीवितास्थः पीवितास्थ \n पीवितास्मि पीवितास्वः पीवितास्मः 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, ऌट्) \n पीविष्यति पीविष्यतः पीविष्यन्ति \n पीविष्यसि पीविष्यथः पीविष्यथ \n पीविष्यामि पीविष्यावः पीविष्यामः 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, आशीर्लिङ्) \n पीव्यात् पीव्यास्ताम् पीव्यासुः \n पीव्याः पीव्यास्तम् पीव्यास्त \n पीव्यासम् पीव्यास्व पीव्यास्म 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, लुङ्) \n अपीवीत् अपीविष्टाम् अपीविषुः \n अपीवीः अपीविष्टम् अपीविष्ट \n अपीविषम् अपीविष्व अपीविष्म 
 पीव (स्थौल्ये, भ्वादिगण, परस्मै, ॡङ्) \n अपीविष्यत् अपीविष्यताम् अपीविस्ष्यन् \n अपीविष्यः अपीविष्यतम् अपीविष्यत \n अपीविष्यम् अपीविष्याव अपीविष्याम 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, लट्) \n पूर्वति पूर्वतः पूर्वन्ति \n पूर्वसि पूर्वथः पूर्वथ \n पूर्वामि पूर्वावः पूर्वामः 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, लोट्) \n पूर्वतु पूर्वताम् पूर्वन्तु \n पूर्व पूर्वतम् पूर्वत \n पूर्वानि पूर्वाव पूर्वाम 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, लङ्) \n अपूर्वत् अपूर्वताम् अपूर्वन् \n अपूर्वः अपूर्वतम् अपूर्वत \n अपूर्वम् अपूर्वाव अपूर्वाम 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, विधिलिङ्) \n पूर्वेत् पूर्वेताम् पूर्वेयुः \n पूर्वेः पूर्वेतम् पूर्वेत \n पूर्वेयम् पूर्वेव पूर्वेम 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, लिट्) \n पुपूर्व पुपूर्वतुः पुपूर्वुः \n पुपूर्विथ पुपूर्वथुः पुपूर्व \n पुपूर्व पुपूर्विव पुपूर्विम 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, लुट्) \n पूर्विता पूर्वितारौ पूर्वितारः \n पूर्वितासि पूर्वितास्थः पूर्वितास्थ \n पूर्वितास्मि पूर्वितास्वः पूर्वितास्मः 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, ऌट्) \n पूर्विष्यति पूर्विष्यतः पूर्विष्यन्ति \n पूर्विष्यसि पूर्विष्यथः पूर्विष्यथ \n पूर्विष्यामि पूर्विष्यावः पूर्विष्यामः 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, आशीर्लिङ्) \n पूर्व्यात् पूर्व्यास्ताम् पूर्व्यासुः \n पूर्व्याः पूर्व्यास्तम् पूर्व्यास्त \n पूर्व्यासम् पूर्व्यास्व पूर्व्यास्म 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, लुङ्) \n अपूर्वीत् अपूर्विष्टाम् अपूर्विषुः \n अपूर्वीः अपूर्विष्टम् अपूर्विष्ट \n अपूर्विषम् अपूर्विष्व अपूर्विष्म 
 पूर्व (पूरणे, भ्वादिगण, परस्मै, ॡङ्) \n अपूर्विष्यत् अपूर्विष्यताम् अपूर्विष्यन् \n अपूर्विष्यः अपूर्विष्यतम् अपूर्विष्यत \n अपूर्विष्यम् अपूर्विष्याव अपूर्विष्याम 
 चर्व (अदने, भ्वादिगण, परस्मै, लट्) \n चर्वति चर्वतः चर्वन्ति \n चर्वसि चर्वथः चर्वथ \n चर्वामि चर्वावः चर्वामः 
 चर्व (अदने, भ्वादिगण, परस्मै, लोट्) \n चर्वतु चर्वताम् चर्वन्तु \n चर्व चर्वतम् चर्वत \n चर्वानि चर्वाव चर्वाम 
 चर्व (अदने, भ्वादिगण, परस्मै, लङ्) \n अचर्वत् अचर्वताम् अचर्वन् \n अचर्वः अचर्वतम् अचर्वत \n अचर्वम् अचर्वाव अचर्वाम 
 चर्व (अदने, भ्वादिगण, परस्मै, विधिलिङ्) \n चर्वेत् चर्वेताम् चर्वेयुः \n चर्वेः चर्वेतम् चर्वेत \n चर्वेयम् चर्वेव चर्वेम 
 चर्व (अदने, भ्वादिगण, परस्मै, लिट्) \n चचर्व चचर्वतुः चचर्वुः \n चचर्विथ चचर्वथुः चचर्व \n चचर्व चचर्विव चचर्विम 
 चर्व (अदने, भ्वादिगण, परस्मै, लुट्) \n चर्विता चर्वितारौ चर्वितारः \n चर्वितासि चर्वितास्थः चर्वितास्थ \n चर्वितास्मि चर्वितास्वः चर्वितास्मः 
 चर्व (अदने, भ्वादिगण, परस्मै, ऌट्) \n चर्विष्यति चर्विष्यतः चर्विष्यन्ति \n चर्विष्यसि चर्विष्यथः चर्विष्यथ \n चर्विष्यामि चर्विष्यावः चर्विष्यामः 
 चर्व (अदने, भ्वादिगण, परस्मै, आशीर्लिङ्) \n चर्व्यात् चर्व्यास्ताम् चर्व्यासुः \n चर्व्याः चर्व्यास्तम् चर्व्यास्त \n चर्व्यासम् चर्व्यास्व चर्व्यास्म 
 चर्व (अदने, भ्वादिगण, परस्मै, लुङ्) \n अचर्वीत् अचर्विष्टाम् अचर्विषुः \n अचर्वीः अचर्विष्टम् अचार्विष्ट \n अचर्विषम् अचर्विष्व अचर्विष्म 
 चर्व (अदने, भ्वादिगण, परस्मै, ॡङ्) \n अचर्विष्यत् अचर्विष्यताम् अचर्विष्यन् \n अचर्विष्यः अचर्विष्यतम् अचर्विष्यत \n अचर्विष्यम् अचर्विष्याव अचर्विष्याम 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, लट्) \n इन्वति इन्वतः इन्वन्ति \n इन्वसि इन्वथः इन्वथ \n इन्वामि इन्वावः इन्वामः 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, लोट्) \n इन्वतु इन्वताम् इन्वन्तु \n इन्व इन्वतम् इन्वत \n इन्वानि इन्वाव इन्वाम 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, लङ्) \n ऐन्वत् ऐन्वताम् ऐन्वन् \n ऐन्वः ऐन्वतम् ऐन्वत \n ऐन्वम् ऐन्वाव ऐन्वाम 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, विधिलिङ्) \n इन्वेत् इन्वेताम् इन्वेयुः \n इन्वेः इन्वेतम् इन्वेत \n इन्वेयम् इन्वेव इन्वेम 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, लिट्) \n इन्वाञ्चकार इन्वाञ्चक्रतुः इन्वाञ्चक्रुः \n इन्वाञ्चक्रथ इन्वाञ्चक्रथुः इन्वाञ्चक्र \n इन्वाञ्चकार इन्वाञ्चकृव इन्वाञ्चकृम 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, लुट्) \n इन्विता इन्वितारौ इन्वितारः \n इन्वितासि इन्वितास्थः इन्वितास्थ \n इन्वितास्मि इन्वितास्वः इन्वितास्मः 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, ऌट्) \n इन्विष्यति इन्विष्यतः इन्विष्यन्ति \n इन्विष्यसि इन्विष्यथः इन्विष्यथ \n इन्विष्यामि इन्विष्यावः इन्विष्यामः 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, आशीर्लिङ्) \n इन्व्यात् इन्व्यास्ताम् इन्व्यासुः \n इन्व्याः इन्व्यास्तम् इन्व्यास्त \n इन्व्यासम् इन्व्यास्व इन्व्यास्म 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, लुङ्) \n ऐन्वीत् ऐन्विष्टाम् ऐन्विषुः \n ऐन्वीः ऐन्विष्टम् ऐन्विष्ट \n ऐन्विषम् ऐन्विष्व ऐन्विष्म 
 इवि (व्याप्तौ, भ्वादिगण, परस्मै, ॡङ्) \n ऐन्विष्यत् ऐन्विष्यताम् ऐन्विष्यन् \n ऐन्विष्यः ऐन्विष्यतम् ऐन्विष्यत \n ऐन्विष्यम् ऐन्विष्याव ऐन्विष्याम 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, लट्) \n अवति अवतः अवन्ति \n अवसि अवथः अवथ \n अवामि अवावः अवामः 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, लोट्) \n अवतु अवताम् अवन्तु \n अव अवतम् अवत \n अवानि अवाव अवाम 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, लङ्) \n आवत् आवताम् आवन् \n आवः आवतम् आवत \n आवम् आवाव आवाम 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, विधिलिङ्) \n अवेत् अवेताम् अवेयुः \n अवेः अवेतम् अवेत \n अवेयम् अवेव अवेम 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, लिट्) \n आव आवतुः आवुः \n आविथ आवथुः आव \n आव आविव आविम 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, लुट्) \n अविता अवितारौ अवितारः \n अवितासि अवितास्थः अवितास्थ \n अवितास्मि अवितास्वः अवितास्मः 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, ऌट्) \n अविष्यति अविष्यतः अविष्यन्ति \n अविष्यसि अविष्यथः अविष्यथ \n अविष्यामि अविष्यावः अविष्यामः 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, आशीर्लिङ्) \n अव्यात् अव्यास्ताम् अव्यासुः \n अव्याः अव्यास्तम् अव्यास्त \n अव्यासम् अव्यास्व अव्यास्म 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, लुङ्) \n आवीत् आविष्टाम् आविषुः \n आवीः आविष्टम् आविष्ट \n आविषम् आविष्व आविष्म 
 अव \n (रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त \n ्यवाप्त्यलिङनहिंसादानभाववृद्धिषु, भ्वादिगण, परस्मै, ॡङ्) \n आविष्यत् आविष्यताम् आविष्यन् \n आविष्यः आविष्यतम् आविष्यत \n आविष्यम् आविष्याव आविष्याम 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, लट्) \n धावति धावतः धावन्ति \n धावसि धावथः धावथ \n धावामि धावावः धावामः 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, लोट्) \n धावतु धावताम् धावन्तु \n धाव धावतम् धावत \n धावानि धावाव धावाम 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, लङ्) \n अधावत् अधावताम् अधावन् \n अधावः अधावतम् अधावत \n अधावम् अधावाव अधावाम 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, विधिलिङ्) \n धावेत् धावेताम् धावेयुः \n धावेः धावेतम् धावेत \n धावेयम् धावेव धावेम 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, लिट्) \n दधाव दधावतुः दधावुः \n दधाविथ दधावथुः दधाव \n दधाव दधाविव दधाविम 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, लुट्) \n धाविता धावितारौ धावितारः \n धावितासि धावितास्थः धावितास्थ \n धावितास्मि धावितास्वः धावितास्मः 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, ऌट्) \n धाविष्यति धाविष्यतः धाविष्यन्ति \n धाविष्यसि धाविष्यथः धाविष्यथ \n धाविष्यामि धाविष्यावः धाविष्यामः 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, आशीर्लिङ्) \n धाव्यात् धाव्यास्ताम् धाव्यासुः \n धाव्याः धाव्यास्तम् धाव्यास्त \n धाव्यासम् धाव्यास्व धाव्यास्म 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, लुङ्) \n अधावीत् अधाविष्टाम् अधाविषुः \n अधावीः अधाविष्टम् अधाविष्ट \n अधाविषम् अधाविष्व अधाविष्म 
 धावु (गतिशुद्ध्योः, भ्वादिगण, परस्मै, ॡङ्) \n अधाविष्यत् अधाविष्यताम् अधाविष्यन् \n अधाविष्यः अधाविष्यतम् अधाविष्यत \n अधाविष्यम् अधाविष्याव अधाविष्याम 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, लट्) \n शिक्षते शिक्षेते शिक्षन्ते \n शिक्षसे शिक्षेथे शिक्षध्वे \n शिक्षे शिक्षावहे शिक्षामहे 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, लोट्) \n शिक्षताम् शिक्षेताम् शिक्षन्ताम् \n शिक्षस्व शिक्षेथाम् शिक्षध्वम् \n शिक्षै शिक्षावहै शिक्षामहै 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, लङ्) \n अशिक्षत अशिक्षेताम् अशिक्षन्त \n अशिक्षथाः अशिक्षेथाम् अशिक्षध्वम् \n अशिक्षे अशिक्षावहि अशिक्षामहि 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, विधिलिङ्) \n शिक्षेत शिक्षेयाताम् शिक्षेरन् \n शिक्षेथाः शिक्षेयाथाम् शिक्षेध्वम् \n शिक्षेय शिक्षेवहि शिक्षेमहि 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, लिट्) \n शिशिक्षे शिशिक्षाते शिशिक्षिरे \n शिशिक्षिषे शिशिक्षाथे शिशिक्षिध्वे \n शिशिक्षे शिशिक्षिवहे शिशिक्षिमहे 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, लुट्) \n शिक्षिता शिक्षितारौ शिक्षितारः \n शिक्षितासे शिक्षितासाथे शिक्षिताध्वे \n शिक्षिताहे शिक्षितास्वहे शिक्षितास्महे 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, ऌट्) \n शिक्षिष्यते शिक्षिष्येते शिक्षिष्यन्ते \n शिक्षिष्यसे शिक्षिष्येथे शिक्षिष्यध्वे \n शिक्षिष्ये शिक्षिष्यावहे शिक्षिष्यामहे 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, आशीर्लिङ्) \n शिक्षिषीष्ट शिक्षिषीयास्ताम् शिक्षिषीरन् \n शिक्षिषीष्ठाः शिक्षिषीयास्थाम् शिक्षिषीध्वम् \n शिक्षिषीय शिक्षिषीवहि शिक्षिषीमहि 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, लुङ्) \n अशिक्षिष्ट अशिक्षिषाताम् अशिक्षिषत \n अशिक्षिष्ठाः अशिक्षिषाथाम् अशिक्षिध्वम् \n अशिक्षिषि अशिक्षिष्वहि अशिक्षिष्महि 
 शिक्ष (विद्योपादाने, भ्वादिगण, आत्मने, ॡङ्) \n अशिक्षिष्यत अशिक्षिष्येताम् अशिक्षिष्यन्त \n अशिक्षिष्यथाः अशिक्षिष्येथाम् अशिक्षिष्यध्वम् \n अशिक्षिष्ये अशिक्षिष्यावहि अशिक्षिष्यामहि 
 भिक्ष (भिक्षायामलाभे लाभे च, भ्वादिगण, आत्मने, लट्) \n भिक्षते भिक्षेते भिक्षन्ते \n भिक्षसे भिक्षेथे भिक्षध्वे \n भिक्षे भिक्षावहे भिक्षामहे 
 भिक्ष (भिक्षायामलाभे लाभे च, भ्वादिगण, आत्मने, लोट्) \n भिक्षताम् भिक्षेताम् भिक्षन्ताम् \n भिक्षस्व भिक्षेथाम् भिक्षध्वम् \n भिक्षै भिक्षावहै भिक्षामहै 
 भिक्ष (भिक्षायामलाभे लाभे च, भ्वादिगण, आत्मने, लङ्) \n अभिक्षत अभिक्षेताम् अभिक्षन्त \n अभिक्षथाः अभिक्षेथाम् अभिक्षध्वम् \n अभिक्षे अभिक्षावहि अभिक्षामहि 
